path,dataset,source_group
RAW/MAD/training/004/3.wav,MAD,training/004
RAW/MAD/training/004/4.wav,MAD,training/004
RAW/MAD/training/004/5.wav,MAD,training/004
RAW/MAD/training/006/0.wav,MAD,training/006
RAW/MAD/training/006/1.wav,MAD,training/006
RAW/MAD/training/006/2.wav,MAD,training/006
RAW/MAD/training/006/3.wav,MAD,training/006
RAW/MAD/training/006/4.wav,MAD,training/006
RAW/MAD/training/006/5.wav,MAD,training/006
RAW/MAD/training/006/6.wav,MAD,training/006
RAW/MAD/training/009/0.wav,MAD,training/009
RAW/MAD/training/009/1.wav,MAD,training/009
RAW/MAD/training/009/2.wav,MAD,training/009
RAW/MAD/training/009/3.wav,MAD,training/009
RAW/MAD/training/009/4.wav,MAD,training/009
RAW/MAD/training/009/5.wav,MAD,training/009
RAW/MAD/training/009/6.wav,MAD,training/009
RAW/MAD/training/009/7.wav,MAD,training/009
RAW/MAD/training/009/8.wav,MAD,training/009
RAW/MAD/training/010/0.wav,MAD,training/010
RAW/MAD/training/010/1.wav,MAD,training/010
RAW/MAD/training/011/0.wav,MAD,training/011
RAW/MAD/training/011/1.wav,MAD,training/011
RAW/MAD/training/011/2.wav,MAD,training/011
RAW/MAD/training/011/3.wav,MAD,training/011
RAW/MAD/training/013/0.wav,MAD,training/013
RAW/MAD/training/013/1.wav,MAD,training/013
RAW/MAD/training/013/2.wav,MAD,training/013
RAW/MAD/training/013/3.wav,MAD,training/013
RAW/MAD/training/013/4.wav,MAD,training/013
RAW/MAD/training/014/0.wav,MAD,training/014
RAW/MAD/training/014/1.wav,MAD,training/014
RAW/MAD/training/014/2.wav,MAD,training/014
RAW/MAD/training/014/3.wav,MAD,training/014
RAW/MAD/training/014/4.wav,MAD,training/014
RAW/MAD/training/015/0.wav,MAD,training/015
RAW/MAD/training/015/1.wav,MAD,training/015
RAW/MAD/training/015/2.wav,MAD,training/015
RAW/MAD/training/015/3.wav,MAD,training/015
RAW/MAD/training/015/4.wav,MAD,training/015
RAW/MAD/training/015/5.wav,MAD,training/015
RAW/MAD/training/015/6.wav,MAD,training/015
RAW/MAD/training/015/7.wav,MAD,training/015
RAW/MAD/training/015/8.wav,MAD,training/015
RAW/MAD/training/016/0.wav,MAD,training/016
RAW/MAD/training/016/1.wav,MAD,training/016
RAW/MAD/training/016/2.wav,MAD,training/016
RAW/MAD/training/016/3.wav,MAD,training/016
RAW/MAD/training/016/4.wav,MAD,training/016
RAW/MAD/training/016/5.wav,MAD,training/016
RAW/MAD/training/017/0.wav,MAD,training/017
RAW/MAD/training/017/1.wav,MAD,training/017
RAW/MAD/training/017/2.wav,MAD,training/017
RAW/MAD/training/017/3.wav,MAD,training/017
RAW/MAD/training/017/4.wav,MAD,training/017
RAW/MAD/training/018/0.wav,MAD,training/018
RAW/MAD/training/018/1.wav,MAD,training/018
RAW/MAD/training/018/10.wav,MAD,training/018
RAW/MAD/training/018/11.wav,MAD,training/018
RAW/MAD/training/018/12.wav,MAD,training/018
RAW/MAD/training/018/13.wav,MAD,training/018
RAW/MAD/training/018/14.wav,MAD,training/018
RAW/MAD/training/018/2.wav,MAD,training/018
RAW/MAD/training/018/3.wav,MAD,training/018
RAW/MAD/training/018/4.wav,MAD,training/018
RAW/MAD/training/018/5.wav,MAD,training/018
RAW/MAD/training/018/6.wav,MAD,training/018
RAW/MAD/training/018/7.wav,MAD,training/018
RAW/MAD/training/018/8.wav,MAD,training/018
RAW/MAD/training/018/9.wav,MAD,training/018
RAW/MAD/training/019/0.wav,MAD,training/019
RAW/MAD/training/019/1.wav,MAD,training/019
RAW/MAD/training/020/0.wav,MAD,training/020
RAW/MAD/training/020/1.wav,MAD,training/020
RAW/MAD/training/020/10.wav,MAD,training/020
RAW/MAD/training/020/11.wav,MAD,training/020
RAW/MAD/training/020/12.wav,MAD,training/020
RAW/MAD/training/020/13.wav,MAD,training/020
RAW/MAD/training/020/14.wav,MAD,training/020
RAW/MAD/training/020/15.wav,MAD,training/020
RAW/MAD/training/020/16.wav,MAD,training/020
RAW/MAD/training/020/17.wav,MAD,training/020
RAW/MAD/training/020/18.wav,MAD,training/020
RAW/MAD/training/020/19.wav,MAD,training/020
RAW/MAD/training/020/2.wav,MAD,training/020
RAW/MAD/training/020/20.wav,MAD,training/020
RAW/MAD/training/020/21.wav,MAD,training/020
RAW/MAD/training/020/22.wav,MAD,training/020
RAW/MAD/training/020/3.wav,MAD,training/020
RAW/MAD/training/020/4.wav,MAD,training/020
RAW/MAD/training/020/5.wav,MAD,training/020
RAW/MAD/training/020/6.wav,MAD,training/020
RAW/MAD/training/020/7.wav,MAD,training/020
RAW/MAD/training/020/8.wav,MAD,training/020
RAW/MAD/training/020/9.wav,MAD,training/020
RAW/MAD/training/021/0.wav,MAD,training/021
RAW/MAD/training/021/1.wav,MAD,training/021
RAW/MAD/training/024/0.wav,MAD,training/024
RAW/MAD/training/024/1.wav,MAD,training/024
RAW/MAD/training/024/2.wav,MAD,training/024
RAW/MAD/training/026/0.wav,MAD,training/026
RAW/MAD/training/026/1.wav,MAD,training/026
RAW/MAD/training/027/0.wav,MAD,training/027
RAW/MAD/training/027/1.wav,MAD,training/027
RAW/MAD/training/027/2.wav,MAD,training/027
RAW/MAD/training/027/3.wav,MAD,training/027
RAW/MAD/training/027/4.wav,MAD,training/027
RAW/MAD/training/027/5.wav,MAD,training/027
RAW/MAD/training/027/6.wav,MAD,training/027
RAW/MAD/training/027/7.wav,MAD,training/027
RAW/MAD/training/027/8.wav,MAD,training/027
RAW/MAD/training/028/0.wav,MAD,training/028
RAW/MAD/training/028/1.wav,MAD,training/028
RAW/MAD/training/028/2.wav,MAD,training/028
RAW/MAD/training/028/3.wav,MAD,training/028
RAW/MAD/training/028/4.wav,MAD,training/028
RAW/MAD/training/028/5.wav,MAD,training/028
RAW/MAD/training/029/0.wav,MAD,training/029
RAW/MAD/training/029/1.wav,MAD,training/029
RAW/MAD/training/029/2.wav,MAD,training/029
RAW/MAD/training/029/3.wav,MAD,training/029
RAW/MAD/training/029/4.wav,MAD,training/029
RAW/MAD/training/029/5.wav,MAD,training/029
RAW/MAD/training/029/6.wav,MAD,training/029
RAW/MAD/training/029/7.wav,MAD,training/029
RAW/MAD/training/029/8.wav,MAD,training/029
RAW/MAD/training/029/9.wav,MAD,training/029
RAW/MAD/training/030/0.wav,MAD,training/030
RAW/MAD/training/030/1.wav,MAD,training/030
RAW/MAD/training/030/2.wav,MAD,training/030
RAW/MAD/training/031/0.wav,MAD,training/031
RAW/MAD/training/031/1.wav,MAD,training/031
RAW/MAD/training/031/2.wav,MAD,training/031
RAW/MAD/training/031/3.wav,MAD,training/031
RAW/MAD/training/031/4.wav,MAD,training/031
RAW/MAD/training/031/5.wav,MAD,training/031
RAW/MAD/training/031/6.wav,MAD,training/031
RAW/MAD/training/032/0.wav,MAD,training/032
RAW/MAD/training/032/1.wav,MAD,training/032
RAW/MAD/training/032/2.wav,MAD,training/032
RAW/MAD/training/032/3.wav,MAD,training/032
RAW/MAD/training/032/4.wav,MAD,training/032
RAW/MAD/training/032/5.wav,MAD,training/032
RAW/MAD/training/033/0.wav,MAD,training/033
RAW/MAD/training/034/0.wav,MAD,training/034
RAW/MAD/training/035/0.wav,MAD,training/035
RAW/MAD/training/035/1.wav,MAD,training/035
RAW/MAD/training/035/2.wav,MAD,training/035
RAW/MAD/training/035/3.wav,MAD,training/035
RAW/MAD/training/035/4.wav,MAD,training/035
RAW/MAD/training/036/0.wav,MAD,training/036
RAW/MAD/training/036/1.wav,MAD,training/036
RAW/MAD/training/036/2.wav,MAD,training/036
RAW/MAD/training/036/3.wav,MAD,training/036
RAW/MAD/training/037/0.wav,MAD,training/037
RAW/MAD/training/037/1.wav,MAD,training/037
RAW/MAD/training/037/10.wav,MAD,training/037
RAW/MAD/training/037/11.wav,MAD,training/037
RAW/MAD/training/037/12.wav,MAD,training/037
RAW/MAD/training/037/2.wav,MAD,training/037
RAW/MAD/training/037/3.wav,MAD,training/037
RAW/MAD/training/037/4.wav,MAD,training/037
RAW/MAD/training/037/5.wav,MAD,training/037
RAW/MAD/training/037/6.wav,MAD,training/037
RAW/MAD/training/037/7.wav,MAD,training/037
RAW/MAD/training/037/8.wav,MAD,training/037
RAW/MAD/training/037/9.wav,MAD,training/037
RAW/MAD/training/038/0.wav,MAD,training/038
RAW/MAD/training/038/1.wav,MAD,training/038
RAW/MAD/training/038/2.wav,MAD,training/038
RAW/MAD/training/038/3.wav,MAD,training/038
RAW/MAD/training/038/4.wav,MAD,training/038
RAW/MAD/training/038/5.wav,MAD,training/038
RAW/MAD/training/038/6.wav,MAD,training/038
RAW/MAD/training/038/7.wav,MAD,training/038
RAW/MAD/training/038/8.wav,MAD,training/038
RAW/MAD/training/038/9.wav,MAD,training/038
RAW/MAD/training/039/0.wav,MAD,training/039
RAW/MAD/training/039/1.wav,MAD,training/039
RAW/MAD/training/039/2.wav,MAD,training/039
RAW/MAD/training/039/3.wav,MAD,training/039
RAW/MAD/training/039/4.wav,MAD,training/039
RAW/MAD/training/039/5.wav,MAD,training/039
RAW/MAD/training/039/6.wav,MAD,training/039
RAW/MAD/training/039/7.wav,MAD,training/039
RAW/MAD/training/041/0.wav,MAD,training/041
RAW/MAD/training/041/1.wav,MAD,training/041
RAW/MAD/training/041/10.wav,MAD,training/041
RAW/MAD/training/041/11.wav,MAD,training/041
RAW/MAD/training/041/12.wav,MAD,training/041
RAW/MAD/training/041/13.wav,MAD,training/041
RAW/MAD/training/041/2.wav,MAD,training/041
RAW/MAD/training/041/3.wav,MAD,training/041
RAW/MAD/training/041/4.wav,MAD,training/041
RAW/MAD/training/041/5.wav,MAD,training/041
RAW/MAD/training/041/6.wav,MAD,training/041
RAW/MAD/training/041/7.wav,MAD,training/041
RAW/MAD/training/041/8.wav,MAD,training/041
RAW/MAD/training/041/9.wav,MAD,training/041
RAW/MAD/training/042/0.wav,MAD,training/042
RAW/MAD/training/042/1.wav,MAD,training/042
RAW/MAD/training/042/10.wav,MAD,training/042
RAW/MAD/training/042/11.wav,MAD,training/042
RAW/MAD/training/042/12.wav,MAD,training/042
RAW/MAD/training/042/13.wav,MAD,training/042
RAW/MAD/training/042/14.wav,MAD,training/042
RAW/MAD/training/042/15.wav,MAD,training/042
RAW/MAD/training/042/2.wav,MAD,training/042
RAW/MAD/training/042/3.wav,MAD,training/042
RAW/MAD/training/042/4.wav,MAD,training/042
RAW/MAD/training/042/5.wav,MAD,training/042
RAW/MAD/training/042/6.wav,MAD,training/042
RAW/MAD/training/042/7.wav,MAD,training/042
RAW/MAD/training/042/8.wav,MAD,training/042
RAW/MAD/training/042/9.wav,MAD,training/042
RAW/MAD/training/043/0.wav,MAD,training/043
RAW/MAD/training/043/1.wav,MAD,training/043
RAW/MAD/training/043/10.wav,MAD,training/043
RAW/MAD/training/043/11.wav,MAD,training/043
RAW/MAD/training/043/12.wav,MAD,training/043
RAW/MAD/training/043/13.wav,MAD,training/043
RAW/MAD/training/043/14.wav,MAD,training/043
RAW/MAD/training/043/15.wav,MAD,training/043
RAW/MAD/training/043/16.wav,MAD,training/043
RAW/MAD/training/043/17.wav,MAD,training/043
RAW/MAD/training/043/18.wav,MAD,training/043
RAW/MAD/training/043/19.wav,MAD,training/043
RAW/MAD/training/043/2.wav,MAD,training/043
RAW/MAD/training/043/20.wav,MAD,training/043
RAW/MAD/training/043/21.wav,MAD,training/043
RAW/MAD/training/043/22.wav,MAD,training/043
RAW/MAD/training/043/23.wav,MAD,training/043
RAW/MAD/training/043/24.wav,MAD,training/043
RAW/MAD/training/043/3.wav,MAD,training/043
RAW/MAD/training/043/4.wav,MAD,training/043
RAW/MAD/training/043/5.wav,MAD,training/043
RAW/MAD/training/043/6.wav,MAD,training/043
RAW/MAD/training/043/7.wav,MAD,training/043
RAW/MAD/training/043/8.wav,MAD,training/043
RAW/MAD/training/043/9.wav,MAD,training/043
RAW/MAD/training/045/0.wav,MAD,training/045
RAW/MAD/training/045/1.wav,MAD,training/045
RAW/MAD/training/045/2.wav,MAD,training/045
RAW/MAD/training/045/3.wav,MAD,training/045
RAW/MAD/training/045/4.wav,MAD,training/045
RAW/MAD/training/045/5.wav,MAD,training/045
RAW/MAD/training/046/0.wav,MAD,training/046
RAW/MAD/training/046/1.wav,MAD,training/046
RAW/MAD/training/046/2.wav,MAD,training/046
RAW/MAD/training/046/3.wav,MAD,training/046
RAW/MAD/training/046/4.wav,MAD,training/046
RAW/MAD/training/047/0.wav,MAD,training/047
RAW/MAD/training/047/1.wav,MAD,training/047
RAW/MAD/training/047/10.wav,MAD,training/047
RAW/MAD/training/047/11.wav,MAD,training/047
RAW/MAD/training/047/12.wav,MAD,training/047
RAW/MAD/training/047/2.wav,MAD,training/047
RAW/MAD/training/047/3.wav,MAD,training/047
RAW/MAD/training/047/4.wav,MAD,training/047
RAW/MAD/training/047/5.wav,MAD,training/047
RAW/MAD/training/047/6.wav,MAD,training/047
RAW/MAD/training/047/7.wav,MAD,training/047
RAW/MAD/training/047/8.wav,MAD,training/047
RAW/MAD/training/047/9.wav,MAD,training/047
RAW/MAD/training/049/0.wav,MAD,training/049
RAW/MAD/training/049/1.wav,MAD,training/049
RAW/MAD/training/049/2.wav,MAD,training/049
RAW/MAD/training/049/3.wav,MAD,training/049
RAW/MAD/training/049/4.wav,MAD,training/049
RAW/MAD/training/049/5.wav,MAD,training/049
RAW/MAD/training/050/0.wav,MAD,training/050
RAW/MAD/training/050/1.wav,MAD,training/050
RAW/MAD/training/050/10.wav,MAD,training/050
RAW/MAD/training/050/11.wav,MAD,training/050
RAW/MAD/training/050/12.wav,MAD,training/050
RAW/MAD/training/050/13.wav,MAD,training/050
RAW/MAD/training/050/14.wav,MAD,training/050
RAW/MAD/training/050/15.wav,MAD,training/050
RAW/MAD/training/050/16.wav,MAD,training/050
RAW/MAD/training/050/17.wav,MAD,training/050
RAW/MAD/training/050/18.wav,MAD,training/050
RAW/MAD/training/050/19.wav,MAD,training/050
RAW/MAD/training/050/2.wav,MAD,training/050
RAW/MAD/training/050/20.wav,MAD,training/050
RAW/MAD/training/050/21.wav,MAD,training/050
RAW/MAD/training/050/22.wav,MAD,training/050
RAW/MAD/training/050/23.wav,MAD,training/050
RAW/MAD/training/050/24.wav,MAD,training/050
RAW/MAD/training/050/25.wav,MAD,training/050
RAW/MAD/training/050/26.wav,MAD,training/050
RAW/MAD/training/050/27.wav,MAD,training/050
RAW/MAD/training/050/28.wav,MAD,training/050
RAW/MAD/training/050/29.wav,MAD,training/050
RAW/MAD/training/050/3.wav,MAD,training/050
RAW/MAD/training/050/30.wav,MAD,training/050
RAW/MAD/training/050/31.wav,MAD,training/050
RAW/MAD/training/050/32.wav,MAD,training/050
RAW/MAD/training/050/33.wav,MAD,training/050
RAW/MAD/training/050/34.wav,MAD,training/050
RAW/MAD/training/050/35.wav,MAD,training/050
RAW/MAD/training/050/36.wav,MAD,training/050
RAW/MAD/training/050/37.wav,MAD,training/050
RAW/MAD/training/050/38.wav,MAD,training/050
RAW/MAD/training/050/39.wav,MAD,training/050
RAW/MAD/training/050/4.wav,MAD,training/050
RAW/MAD/training/050/40.wav,MAD,training/050
RAW/MAD/training/050/41.wav,MAD,training/050
RAW/MAD/training/050/5.wav,MAD,training/050
RAW/MAD/training/050/6.wav,MAD,training/050
RAW/MAD/training/050/7.wav,MAD,training/050
RAW/MAD/training/050/8.wav,MAD,training/050
RAW/MAD/training/050/9.wav,MAD,training/050
RAW/MAD/training/051/0.wav,MAD,training/051
RAW/MAD/training/051/1.wav,MAD,training/051
RAW/MAD/training/051/10.wav,MAD,training/051
RAW/MAD/training/051/11.wav,MAD,training/051
RAW/MAD/training/051/12.wav,MAD,training/051
RAW/MAD/training/051/13.wav,MAD,training/051
RAW/MAD/training/051/2.wav,MAD,training/051
RAW/MAD/training/051/3.wav,MAD,training/051
RAW/MAD/training/051/4.wav,MAD,training/051
RAW/MAD/training/051/5.wav,MAD,training/051
RAW/MAD/training/051/6.wav,MAD,training/051
RAW/MAD/training/051/7.wav,MAD,training/051
RAW/MAD/training/051/8.wav,MAD,training/051
RAW/MAD/training/051/9.wav,MAD,training/051
RAW/MAD/training/054/0.wav,MAD,training/054
RAW/MAD/training/054/1.wav,MAD,training/054
RAW/MAD/training/054/2.wav,MAD,training/054
RAW/MAD/training/054/3.wav,MAD,training/054
RAW/MAD/training/054/4.wav,MAD,training/054
RAW/MAD/training/054/5.wav,MAD,training/054
RAW/MAD/training/055/0.wav,MAD,training/055
RAW/MAD/training/055/1.wav,MAD,training/055
RAW/MAD/training/055/2.wav,MAD,training/055
RAW/MAD/training/055/3.wav,MAD,training/055
RAW/MAD/training/055/4.wav,MAD,training/055
RAW/MAD/training/055/5.wav,MAD,training/055
RAW/MAD/training/055/6.wav,MAD,training/055
RAW/MAD/training/055/7.wav,MAD,training/055
RAW/MAD/training/055/8.wav,MAD,training/055
RAW/MAD/training/056/0.wav,MAD,training/056
RAW/MAD/training/056/1.wav,MAD,training/056
RAW/MAD/training/056/10.wav,MAD,training/056
RAW/MAD/training/056/11.wav,MAD,training/056
RAW/MAD/training/056/12.wav,MAD,training/056
RAW/MAD/training/056/13.wav,MAD,training/056
RAW/MAD/training/056/14.wav,MAD,training/056
RAW/MAD/training/056/15.wav,MAD,training/056
RAW/MAD/training/056/16.wav,MAD,training/056
RAW/MAD/training/056/17.wav,MAD,training/056
RAW/MAD/training/056/18.wav,MAD,training/056
RAW/MAD/training/056/19.wav,MAD,training/056
RAW/MAD/training/056/2.wav,MAD,training/056
RAW/MAD/training/056/3.wav,MAD,training/056
RAW/MAD/training/056/4.wav,MAD,training/056
RAW/MAD/training/056/5.wav,MAD,training/056
RAW/MAD/training/056/6.wav,MAD,training/056
RAW/MAD/training/056/7.wav,MAD,training/056
RAW/MAD/training/056/8.wav,MAD,training/056
RAW/MAD/training/056/9.wav,MAD,training/056
RAW/MAD/training/057/0.wav,MAD,training/057
RAW/MAD/training/057/1.wav,MAD,training/057
RAW/MAD/training/057/2.wav,MAD,training/057
RAW/MAD/training/057/3.wav,MAD,training/057
RAW/MAD/training/057/4.wav,MAD,training/057
RAW/MAD/training/057/5.wav,MAD,training/057
RAW/MAD/training/057/6.wav,MAD,training/057
RAW/MAD/training/059/0.wav,MAD,training/059
RAW/MAD/training/060/0.wav,MAD,training/060
RAW/MAD/training/060/1.wav,MAD,training/060
RAW/MAD/training/060/2.wav,MAD,training/060
RAW/MAD/training/060/3.wav,MAD,training/060
RAW/MAD/training/061/0.wav,MAD,training/061
RAW/MAD/training/061/1.wav,MAD,training/061
RAW/MAD/training/062/0.wav,MAD,training/062
RAW/MAD/training/062/1.wav,MAD,training/062
RAW/MAD/training/062/2.wav,MAD,training/062
RAW/MAD/training/063/0.wav,MAD,training/063
RAW/MAD/training/063/1.wav,MAD,training/063
RAW/MAD/training/063/2.wav,MAD,training/063
RAW/MAD/training/063/3.wav,MAD,training/063
RAW/MAD/training/063/4.wav,MAD,training/063
RAW/MAD/training/065/0.wav,MAD,training/065
RAW/MAD/training/065/1.wav,MAD,training/065
RAW/MAD/training/065/2.wav,MAD,training/065
RAW/MAD/training/065/3.wav,MAD,training/065
RAW/MAD/training/065/4.wav,MAD,training/065
RAW/MAD/training/066/0.wav,MAD,training/066
RAW/MAD/training/066/1.wav,MAD,training/066
RAW/MAD/training/066/2.wav,MAD,training/066
RAW/MAD/training/066/3.wav,MAD,training/066
RAW/MAD/training/066/4.wav,MAD,training/066
RAW/MAD/training/066/5.wav,MAD,training/066
RAW/MAD/training/066/6.wav,MAD,training/066
RAW/MAD/training/066/7.wav,MAD,training/066
RAW/MAD/training/067/0.wav,MAD,training/067
RAW/MAD/training/067/1.wav,MAD,training/067
RAW/MAD/training/067/10.wav,MAD,training/067
RAW/MAD/training/067/11.wav,MAD,training/067
RAW/MAD/training/067/12.wav,MAD,training/067
RAW/MAD/training/067/2.wav,MAD,training/067
RAW/MAD/training/067/3.wav,MAD,training/067
RAW/MAD/training/067/4.wav,MAD,training/067
RAW/MAD/training/067/5.wav,MAD,training/067
RAW/MAD/training/067/6.wav,MAD,training/067
RAW/MAD/training/067/7.wav,MAD,training/067
RAW/MAD/training/067/8.wav,MAD,training/067
RAW/MAD/training/067/9.wav,MAD,training/067
RAW/MAD/training/068/0.wav,MAD,training/068
RAW/MAD/training/068/1.wav,MAD,training/068
RAW/MAD/training/068/10.wav,MAD,training/068
RAW/MAD/training/068/11.wav,MAD,training/068
RAW/MAD/training/068/12.wav,MAD,training/068
RAW/MAD/training/068/13.wav,MAD,training/068
RAW/MAD/training/068/14.wav,MAD,training/068
RAW/MAD/training/068/15.wav,MAD,training/068
RAW/MAD/training/068/16.wav,MAD,training/068
RAW/MAD/training/068/17.wav,MAD,training/068
RAW/MAD/training/068/18.wav,MAD,training/068
RAW/MAD/training/068/19.wav,MAD,training/068
RAW/MAD/training/068/2.wav,MAD,training/068
RAW/MAD/training/068/20.wav,MAD,training/068
RAW/MAD/training/068/21.wav,MAD,training/068
RAW/MAD/training/068/22.wav,MAD,training/068
RAW/MAD/training/068/23.wav,MAD,training/068
RAW/MAD/training/068/24.wav,MAD,training/068
RAW/MAD/training/068/25.wav,MAD,training/068
RAW/MAD/training/068/26.wav,MAD,training/068
RAW/MAD/training/068/27.wav,MAD,training/068
RAW/MAD/training/068/28.wav,MAD,training/068
RAW/MAD/training/068/29.wav,MAD,training/068
RAW/MAD/training/068/3.wav,MAD,training/068
RAW/MAD/training/068/30.wav,MAD,training/068
RAW/MAD/training/068/31.wav,MAD,training/068
RAW/MAD/training/068/32.wav,MAD,training/068
RAW/MAD/training/068/33.wav,MAD,training/068
RAW/MAD/training/068/34.wav,MAD,training/068
RAW/MAD/training/068/35.wav,MAD,training/068
RAW/MAD/training/068/36.wav,MAD,training/068
RAW/MAD/training/068/37.wav,MAD,training/068
RAW/MAD/training/068/38.wav,MAD,training/068
RAW/MAD/training/068/39.wav,MAD,training/068
RAW/MAD/training/068/4.wav,MAD,training/068
RAW/MAD/training/068/40.wav,MAD,training/068
RAW/MAD/training/068/41.wav,MAD,training/068
